Symbol,Name,Last_Sale,Start_of_Year_Sale,YTD_Change_Percent,Sector
NKE,"Nike, Inc.",78.97,73.7445,6.617069773331641,Consumer Non-Durables
NL,"NL Industries, Inc.",4.1,3.51,14.390243902439023,Basic Industries
NLS,"Nautilus Group, Inc. (The)",1.41,10.9,-673.049645390071,Consumer Non-Durables
NLSN,Nielsen N.V.,21.88,22.6722,-3.6206581352833695,Miscellaneous
NLY,Annaly Capital Management Inc,9.22,9.5323,-3.387201735357903,Consumer Services
NM,Navios Maritime Holdings Inc.,4.34,2.74,36.8663594470046,Transportation
NMM,Navios Maritime Partners LP,15.3,8.6427,43.511764705882364,Transportation
NMR,Nomura Holdings Inc ADR,3.48,3.6917,-6.083333333333334,Finance
NNA,Navios Maritime Acquisition Corporation,6.0,3.0105,49.825,Transportation
NNI,"Nelnet, Inc.",61.41,52.0056,15.314118221787975,Finance
NNN,National Retail Properties,52.9,47.5925,10.03308128544423,Consumer Services
NOA,North American Construction Group Ltd.,11.89,8.8773,25.3380992430614,Energy
NOAH,Noah Holdings Ltd.,29.89,43.32,-44.93141518902643,Finance
NOC,Northrop Grumman Corporation,342.81,242.8386,29.162334821037888,Capital Goods
NOK,Nokia Corporation,5.29,5.7559,-8.807183364839311,Technology
NOMD,Nomad Foods Limited,21.66,16.72,22.807017543859658,Consumer Non-Durables
NOV,"National Oilwell Varco, Inc.",21.74,25.6526,-17.99724011039559,Energy
NOW,"ServiceNow, Inc.",256.81,178.05,30.66858767181963,Technology
NP,"Neenah, Inc.",61.08,58.0842,4.904715127701368,Basic Industries
NPK,"National Presto Industries, Inc.",90.28,112.0288,-24.09038546743465,Capital Goods
NPO,EnPro Industries,64.11,59.6238,6.9976602714085105,Basic Industries
NPTN,NeoPhotonics Corporation,4.32,6.48,-50.0,Technology
NR,"Newpark Resources, Inc.",7.05,6.87,2.5531914893616983,Energy
NRE,NorthStar Realty Europe Corp.,17.01,14.2922,15.977660199882434,Consumer Services
NRG,"NRG Energy, Inc.",33.72,39.5414,-17.26393831553975,Public Utilities
NRP,Natural Resource Partners LP,27.87,36.6471,-31.4930032292788,Energy
NRT,North European Oil Royality Trust,7.38,5.4696,25.88617886178862,Energy
NRZ,New Residential Investment Corp.,14.92,13.7962,7.532171581769433,Consumer Services
NS,Nustar Energy L.P.,27.33,19.9945,26.84046834979876,Energy
NSA,National Storage Affiliates Trust,30.07,26.1811,12.932823412038575,Consumer Services
NSC,Norfolk Souther Corporation,179.93,148.1342,17.671205468793428,Transportation
NSP,"Insperity, Inc.",97.76,92.8981,4.973301963993459,Technology
NTB,Bank of N.T. Butterfield & Son Limited (The),28.14,30.6725,-8.999644633972988,Finance
NTP,Nam Tai Property Inc.,9.99,8.68,13.113113113113117,Finance
NTR,Nutrien Ltd.,52.1,46.6095,10.538387715930911,Basic Industries
NTZ,"Natuzzi, S.p.A.",1.63,3.9402,-141.73006134969327,Consumer Durables
NUE,Nucor Corporation,50.75,51.4501,-1.3795073891625598,Basic Industries
NUS,"Nu Skin Enterprises, Inc.",38.18,60.5003,-58.4607124148769,Health Care
NVGS,Navigator Holdings Ltd.,9.87,9.4,4.76190476190475,Transportation
NVO,Novo Nordisk A/S,47.9,45.3838,5.253027139874734,Health Care
NVR,"NVR, Inc.",3340.14,2436.99,27.03928577844043,Capital Goods
NVRO,Nevro Corp.,61.81,38.89,37.081378417731756,Health Care
NVS,Novartis AG,90.72,83.1492,8.345238095238102,Health Care
NVTA,Invitae Corporation,24.28,11.06,54.448105436573314,Health Care
NWE,NorthWestern Corporation,68.21,58.9562,13.566632458583774,Public Utilities
NWHM,New Home Company Inc. (The),3.91,5.23,-33.75959079283888,Capital Goods
NWN,Northwest Natural Holding Company,70.33,59.5699,15.299445471349355,Public Utilities
NX,Quanex Building Products Corporation,17.99,13.5187,24.854363535297377,Capital Goods
NXRT,"NexPoint Residential Trust, Inc.",43.3,34.7813,19.673672055427243,Consumer Services
NYCB,"New York Community Bancorp, Inc.",11.44,9.1369,20.131993006993,Finance
NYT,New York Times Company (The),35.27,22.2178,37.006521122767225,Consumer Services
O,Realty Income Corporation,68.96,62.026,10.055104408352655,Consumer Services
OAK,"Oaktree Capital Group, LLC",49.9,38.2399,23.36693386773547,Finance
OAS,Oasis Petroleum Inc.,3.93,5.53,-40.712468193384225,Energy
OBE,Obsidian Energy Ltd.,1.04,2.821,-171.25,Energy
OC,Owens Corning Inc,55.0,43.5592,20.80145454545455,Capital Goods
OCN,Ocwen Financial Corporation,1.65,1.34,18.78787878787878,Finance
ODC,Oil-Dri Corporation Of America,32.17,26.0945,18.885607709045697,Consumer Durables
OEC,Orion Engineered Carbons S.A,13.97,25.0895,-79.59556191839656,Basic Industries
OFC,Corporate Office Properties Trust,27.2,20.8202,23.455147058823528,Consumer Services
OFG,OFG Bancorp,20.86,16.4009,21.37631831255992,Finance
OGE,OGE Energy Corp,41.96,38.4978,8.251191611058157,Public Utilities
OGS,"ONE Gas, Inc.",88.18,78.6823,10.770809707416657,Public Utilities
OHI,"Omega Healthcare Investors, Inc.",35.88,33.937,5.415273132664451,Consumer Services
OI,"Owens-Illinois, Inc.",11.95,17.1426,-43.452719665271985,Consumer Durables
OII,"Oceaneering International, Inc.",13.5,12.1,10.370370370370372,Energy
OIS,"Oil States International, Inc.",13.46,14.28,-6.092124814264476,Energy
